task,image_size,recognition,face_num,face_area,cpu_core,mem,disk,time
68,1125128,1,1,61504,1,1009520640,78751162368,0.412819147
69,1137173,1,0,0,1,1009520640,78748389376,0.38284111
70,1125027,1,0,0,1,1009520640,78745624576,0.49920702
71,1126715,1,0,0,1,1009520640,78742855680,0.370284081
72,1126354,1,0,0,1,1009520640,78740094976,0.416964054
73,1127099,1,1,61009,1,1009520640,78737330176,0.44718504
74,1127369,1,0,0,1,1009520640,78734569472,0.409687996
75,1124406,1,0,0,1,1009520640,78731812864,0.371574879
76,1125710,1,0,0,1,1009520640,78729052160,0.386413097
77,1130144,1,0,0,1,1009520640,78726287360,0.392661095
78,1131368,1,0,0,1,1009520640,78723518464,0.379090071
79,1134231,1,0,0,1,1009520640,78720733184,0.380980015
80,623118,2,1,35344,1,1009520640,78719258624,0.332662106
81,617889,2,1,44100,1,1009520640,78717808640,0.258693218
82,617191,2,1,59049,1,1009520640,78716342272,0.261292934
83,605862,2,0,0,1,1009520640,78714925056,0.236905098
84,605682,2,0,0,1,1009520640,78713516032,0.229444027
85,598264,2,0,0,1,1009520640,78712107008,0.226011038
86,612768,2,0,0,1,1009520640,78710665216,0.227541924
87,604395,2,0,0,1,1009520640,78709239808,0.297021866
88,609633,2,1,20736,1,1009520640,78707793920,0.271005154
89,611023,2,1,22801,1,1009520640,78706343936,0.277992964
90,614830,2,1,30625,1,1009520640,78704889856,0.275913
91,613780,2,1,29241,1,1009520640,78703443968,0.276571035
92,613741,2,0,0,1,1009520640,78702006272,0.245800018
93,618767,2,0,0,1,1009520640,78700560384,0.240681887
94,617535,2,0,0,1,1009520640,78699114496,0.26236105
95,617462,2,0,0,1,1009520640,78697668608,0.283490896
96,615370,2,1,13456,1,1009520640,78696222720,0.270565987
97,615396,2,0,0,1,1009520640,78694776832,0.249920845
98,614863,2,1,24649,1,1009520640,78693326848,0.271462917
99,615828,2,1,22801,1,1009520640,78691872768,0.266388893
100,462955,3,1,71824,1,1009520640,78690779136,0.224719048
101,457266,3,1,78961,1,1009520640,78689705984,0.212316036
102,456755,3,1,60025,1,1009520640,78688628736,0.204073191
103,456499,3,0,0,1,1009520640,78687559680,0.205990076
104,455952,3,0,0,1,1009520640,78686498816,0.177989006
105,451700,3,0,0,1,1009520640,78685446144,0.182250977
106,458987,3,0,0,1,1009520640,78684372992,0.169933081
107,457550,3,0,0,1,1009520640,78683291648,0.180145025
108,458341,3,0,0,1,1009520640,78682214400,0.183397055
109,458154,3,0,0,1,1009520640,78681137152,0.259687901
110,456649,3,1,33856,1,1009520640,78680064000,0.205867052
111,453215,3,0,0,1,1009520640,78678999040,0.176251888
112,462922,3,0,0,1,1009520640,78677917696,0.170608997
113,455250,3,0,0,1,1009520640,78676848640,0.191743135
114,455155,3,0,0,1,1009520640,78675783680,0.17616415
115,459075,3,0,0,1,1009520640,78674706432,0.180243015
116,459242,3,0,0,1,1009520640,78673629184,0.177697897
117,459057,3,0,0,1,1009520640,78672551936,0.176763058
118,459729,3,1,38416,1,1009520640,78671470592,0.206845999
119,459758,3,0,0,1,1009520640,78670381056,0.181068897
120,1162869,1,1,24649,1,1009520640,78667509760,0.461359024
121,1163679,1,1,23716,1,1009520640,78664638464,0.469523907
122,1164153,1,2,53077,1,1009520640,78661763072,0.451542139
123,1162572,1,2,46826,1,1009520640,78658891776,0.518719912
124,1137292,1,2,49370,1,1009520640,78656098304,0.451093912
125,1137822,1,1,15625,1,1009520640,78653308928,0.432762146
126,1136339,1,1,14641,1,1009520640,78650527744,0.440121889
127,1133786,1,0,0,1,1009520640,78647750656,0.393134117
128,1134933,1,0,0,1,1009520640,78644973568,0.434412956
129,1136368,1,1,17161,1,1009520640,78642192384,0.432493925
130,1136485,1,0,0,1,1009520640,78639415296,0.398047924
131,1137838,1,0,0,1,1009520640,78636638208,0.387880087
132,1138850,1,1,22801,1,1009520640,78633857024,0.437842131
133,1138632,1,1,22801,1,1009520640,78631075840,0.425528049
134,1138231,1,1,22801,1,1009520640,78628298752,0.430652142
135,1136299,1,1,22801,1,1009520640,78625525760,0.413069963
136,1134872,1,1,14884,1,1009520640,78622748672,0.495722055
137,1136546,1,1,15129,1,1009520640,78619971584,0.41500783
138,1137069,1,1,14161,1,1009520640,78617194496,0.41644907
139,1137920,1,2,29045,1,1009520640,78614413312,0.478850126
140,616269,2,1,11236,1,1009520640,78612963328,0.277460098
141,617875,2,0,0,1,1009520640,78611513344,0.246273041
142,615871,2,0,0,1,1009520640,78610067456,0.246734858
143,618460,2,0,0,1,1009520640,78608617472,0.244390965
144,609104,2,1,8836,1,1009520640,78607187968,0.280107021
145,607508,2,1,9025,1,1009520640,78605762560,0.270524025
146,607798,2,2,13876,1,1009520640,78604337152,0.316530943
147,607698,2,1,9604,1,1009520640,78602911744,0.284467936
148,611161,2,0,0,1,1009520640,78601474048,0.249612093
149,606197,2,0,0,1,1009520640,78600052736,0.249233007
150,606873,2,0,0,1,1009520640,78598631424,0.239701986
151,603500,2,0,0,1,1009520640,78597218304,0.235987902
152,602495,2,0,0,1,1009520640,78595809280,0.24029088
153,603902,2,2,17861,1,1009520640,78594379776,0.297909021
154,601811,2,2,17125,1,1009520640,78592962560,0.298964024
155,596887,2,2,14977,1,1009520640,78591557632,0.306932211
156,599614,2,0,0,1,1009520640,78590148608,0.285176039
157,599158,2,1,7396,1,1009520640,78588739584,0.274938822
158,595261,2,2,13345,1,1009520640,78587334656,0.292011976
159,591324,2,0,0,1,1009520640,78585942016,0.246069908
160,462210,3,0,0,1,1009520640,78585942016,0.277576923
161,466263,3,0,0,1,1009520640,78585942016,0.19074893
162,465176,3,0,0,1,1009520640,78585942016,0.185013056
163,459621,3,0,0,1,1009520640,78585942016,0.189865112
164,458851,3,0,0,1,1009520640,78585942016,0.188188076
165,460127,3,0,0,1,1009520640,78585942016,0.190470934
166,458826,3,0,0,1,1009520640,78585942016,0.185497999
167,457584,3,0,0,1,1009520640,78585942016,0.185477018
168,457409,3,0,0,1,1009520640,78585942016,0.187052011
169,457011,3,0,0,1,1009520640,78585942016,0.192965031
170,458032,3,0,0,1,1009520640,78585942016,0.190231085
171,461085,3,1,10201,1,1009520640,78585942016,0.228416204
172,463622,3,2,22474,1,1009520640,78585942016,0.318065166
173,461393,3,2,23360,1,1009520640,78585942016,0.24593401
174,460846,3,2,20205,1,1009520640,78585942016,0.252505064
175,457388,3,1,13456,1,1009520640,78585942016,0.221469164
176,463941,3,2,26912,1,1009520640,78585942016,0.256362915
177,457691,3,1,12769,1,1009520640,78585942016,0.229680061
178,454952,3,2,13573,1,1009520640,78585942016,0.297783852
179,456046,3,1,11025,1,1009520640,78585942016,0.222801924
180,1169196,1,3,43224,1,1009520640,78585942016,0.608028173
181,1166539,1,2,30125,1,1009520640,78585942016,0.533761024
182,1172877,1,2,28818,1,1009520640,78585942016,0.507213831
183,1171475,1,2,29525,1,1009520640,78585942016,0.491156101
184,1151852,1,3,50454,1,1009520640,78585942016,0.539999008
185,1149106,1,3,48803,1,1009520640,78585942016,0.517906904
186,1139377,1,3,50165,1,1009520640,78585942016,0.537147999
187,1133409,1,3,52838,1,1009520640,78585942016,0.518063068
188,1137959,1,3,48653,1,1009520640,78585942016,0.512733936
189,1143996,1,2,26452,1,1009520640,78585942016,0.479604006
190,1147634,1,1,14161,1,1009520640,78585942016,0.454298019
191,1145272,1,3,47326,1,1009520640,78585942016,0.525697947
192,1151709,1,2,37201,1,1009520640,78585942016,0.541921854
193,1158088,1,1,8281,1,1009520640,78585942016,0.479496002
194,1160823,1,1,9409,1,1009520640,78585942016,0.474297047
195,1160080,1,1,13456,1,1009520640,78585942016,0.477823973
196,1158275,1,2,29201,1,1009520640,78585942016,0.50078702
197,1157598,1,2,35360,1,1009520640,78585942016,0.490646124
198,1156394,1,1,22801,1,1009520640,78585942016,0.460463047
199,1158392,1,0,0,1,1009520640,78585942016,0.436815977
200,597194,2,0,0,1,1009520640,78585942016,0.262398958
201,602143,2,0,0,1,1009520640,78585942016,0.265683889
202,603461,2,0,0,1,1009520640,78585942016,0.267718077
203,603797,2,1,7921,1,1009520640,78585942016,0.292433023
204,602951,2,2,13045,1,1009520640,78585942016,0.316759109
205,608502,2,0,0,1,1009520640,78585942016,0.273762941
206,604448,2,1,7921,1,1009520640,78585942016,0.363784075
207,614335,2,1,7744,1,1009520640,78585942016,0.291481972
208,606296,2,1,7225,1,1009520640,78585942016,0.291891098
209,610736,2,3,22083,1,1009520640,78585942016,0.342921019
210,610000,2,3,21974,1,1009520640,78585942016,0.391537905
211,610153,2,3,21614,1,1009520640,78585942016,0.344507933
212,613423,2,2,14650,1,1009520640,78585942016,0.319412947
213,617602,2,2,12641,1,1009520640,78585942016,0.318993092
214,619181,2,2,14005,1,1009520640,78585942016,0.32601285
215,620286,2,3,24040,1,1009520640,78585942016,0.347059011
216,621184,2,2,16441,1,1009520640,78585942016,0.317636013
217,620597,2,2,15210,1,1009520640,78585942016,0.322179079
218,619585,2,1,6400,1,1009520640,78585942016,0.371597052
219,619876,2,1,6400,1,1009520640,78585942016,0.294004917
220,466228,3,0,0,1,1009520640,78585942016,0.190711975
221,470564,3,0,0,1,1009520640,78585942016,0.19551301
222,470332,3,0,0,1,1009520640,78585942016,0.201074123
223,464361,3,1,7569,1,1009520640,78585942016,0.239608765
224,469289,3,1,7921,1,1009520640,78585942016,0.228435993
225,467641,3,1,7569,1,1009520640,78585942016,0.228914022
226,472092,3,0,0,1,1009520640,78585942016,0.198897839
227,472918,3,1,7921,1,1009520640,78585942016,0.224261999
228,473502,3,1,7921,1,1009520640,78585942016,0.221925974
229,472848,3,1,6889,1,1009520640,78585942016,0.237802982
230,470302,3,0,0,1,1009520640,78585942016,0.20186615
231,472161,3,3,17030,1,1009520640,78585942016,0.286288023
232,471239,3,3,16168,1,1009520640,78585942016,0.289839983
233,470193,3,2,10386,1,1009520640,78585942016,0.378617048
234,471999,3,1,5184,1,1009520640,78585942016,0.228307009
235,471676,3,1,5776,1,1009520640,78585942016,0.232076883
236,471377,3,1,6724,1,1009520640,78585942016,0.22852087
237,472263,3,1,7569,1,1009520640,78585942016,0.226023912
238,473109,3,0,0,1,1009520640,78585942016,0.20374608
239,472914,3,0,0,1,1009520640,78585942016,0.301289797
240,1272355,1,2,28673,1,1009520640,78585942016,0.68820405
241,1268215,1,4,58470,1,1009520640,78585942016,0.684591055
242,1273057,1,3,47057,1,1009520640,78585942016,0.644982815
243,1204403,1,3,42906,1,1009520640,78585942016,0.57464695
244,1206101,1,4,53833,1,1009520640,78585942016,0.635638952
245,1203723,1,4,57338,1,1009520640,78585942016,0.638803005
246,1208167,1,3,42536,1,1009520640,78585942016,0.649390936
247,1209067,1,3,43065,1,1009520640,78585942016,0.610660791
248,1208884,1,3,42061,1,1009520640,78585942016,0.654168844
249,1205256,1,3,39717,1,1009520640,78585942016,0.607620955
250,1199756,1,4,55206,1,1009520640,78585942016,0.63150692
251,1206717,1,2,31914,1,1009520640,78585942016,0.587833166
252,1205663,1,1,16129,1,1009520640,78585942016,0.591551065
253,1207544,1,2,26452,1,1009520640,78585942016,0.6119771
254,1207750,1,4,44283,1,1009520640,78585933824,0.625859022
255,1208511,1,2,30529,1,1009520640,78585933824,0.574579
256,1209238,1,3,41685,1,1009520640,78585933824,0.622266054
257,1214020,1,2,23860,1,1009520640,78585933824,0.578039885
258,1217794,1,0,0,1,1009520640,78585933824,0.519169092
259,1208586,1,3,36426,1,1009520640,78585933824,0.593869925
260,681033,2,3,19105,1,1009520640,78585933824,0.39055109
261,681965,2,4,23611,1,1009520640,78585933824,0.417832136
262,682290,2,2,10084,1,1009520640,78585933824,0.371608019
263,683649,2,1,5476,1,1009520640,78585933824,0.344825983
264,648256,2,0,0,1,1009520640,78585933824,0.302911043
265,654133,2,1,5625,1,1009520640,78585933824,0.313549042
266,653666,2,2,12802,1,1009520640,78585933824,0.34581089
267,654724,2,0,0,1,1009520640,78585933824,0.298382998
268,654297,2,0,0,1,1009520640,78585933824,0.297167063
269,649617,2,1,6084,1,1009520640,78585933824,0.319108963
270,648868,2,1,6724,1,1009520640,78585933824,0.367707968
271,649987,2,2,12482,1,1009520640,78585933824,0.344740152
272,650741,2,2,12961,1,1009520640,78585933824,0.347187996
273,652874,2,2,12200,1,1009520640,78585933824,0.355319023
274,652892,2,2,12349,1,1009520640,78585933824,0.369709969
275,657490,2,2,10337,1,1009520640,78585933824,0.35014987
276,657940,2,1,7225,1,1009520640,78585933824,0.323613882
277,656168,2,1,7921,1,1009520640,78585933824,0.322407007
278,653035,2,2,13498,1,1009520640,78585933824,0.35227704
279,654971,2,0,0,1,1009520640,78585933824,0.298270941
280,524075,3,2,13969,1,1009520640,78585933824,0.307869911
281,525251,3,1,7225,1,1009520640,78585929728,0.264955997
282,524959,3,2,14162,1,1009520640,78585929728,0.300211191
283,527214,3,2,14005,1,1009520640,78585929728,0.292064905
284,498856,3,2,11252,1,1009520640,78585929728,0.282510042
285,498895,3,2,13172,1,1009520640,78585929728,0.27618289
286,498336,3,2,13850,1,1009520640,78585929728,0.281270981
287,500181,3,1,6561,1,1009520640,78585929728,0.258703947
288,500062,3,3,16910,1,1009520640,78585929728,0.308122873
289,497225,3,0,0,1,1009520640,78585929728,0.225920916
290,500698,3,2,11765,1,1009520640,78585929728,0.278301001
291,500975,3,2,12410,1,1009520640,78585929728,0.278467894
292,497760,3,2,12898,1,1009520640,78585929728,0.278892994
293,497322,3,2,14461,1,1009520640,78585929728,0.284116983
294,498519,3,2,11413,1,1009520640,78585929728,0.317772865
295,499774,3,2,11866,1,1009520640,78585929728,0.281341076
296,497337,3,3,18629,1,1009520640,78585929728,0.309457064
297,497365,3,3,19382,1,1009520640,78585929728,0.308106899
298,499037,3,2,11729,1,1009520640,78584758272,0.285835981
299,499872,3,3,20141,1,1009520640,78583582720,0.307958126
300,1147704,1,0,0,1,1009557504,78583406592,2.779721975
301,1150053,1,0,0,1,1009557504,78583406592,0.658278942
302,1151299,1,0,0,1,1009557504,78583406592,0.444617987
303,1119183,1,0,0,1,1009557504,78583406592,0.30262804
304,1117925,1,0,0,1,1009557504,78583406592,0.324730158
305,1121545,1,0,0,1,1009557504,78583406592,0.286698103
306,1116805,1,0,0,1,1009557504,78583406592,0.283720016
307,1122963,1,0,0,1,1009557504,78583406592,0.289772034
308,1125003,1,0,0,1,1009557504,78583406592,0.312156916
309,1126077,1,0,0,1,1009557504,78583406592,0.288486958
310,1121139,1,0,0,1,1009557504,78583406592,0.291990042
311,1119968,1,0,0,1,1009557504,78583406592,0.291424036
312,1118681,1,0,0,1,1009557504,78583406592,0.283816099
313,1119964,1,0,0,1,1009557504,78583406592,0.292688847
314,1123352,1,0,0,1,1009557504,78583406592,0.289587975
315,1129343,1,0,0,1,1009557504,78583406592,0.282949924
316,1132668,1,0,0,1,1009557504,78583406592,0.283606052
317,1132122,1,0,0,1,1009557504,78583406592,0.300188065
318,1131316,1,0,0,1,1009557504,78583406592,0.330070972
319,1133131,1,0,0,1,1009557504,78583406592,0.288598061
320,805779,2,0,0,1,1009557504,78583406592,0.197957993
321,805994,2,0,0,1,1009557504,78583406592,0.193799973
322,802130,2,0,0,1,1009557504,78583402496,0.23982501
323,598441,2,0,0,1,1009557504,78583398400,0.191917896
324,644690,2,0,0,1,1009557504,78583398400,0.184975147
325,644277,2,0,0,1,1009557504,78583398400,0.180201054
326,645841,2,0,0,1,1009557504,78583398400,0.182127953
327,645060,2,0,0,1,1009557504,78583398400,0.190099001
328,645502,2,0,0,1,1009557504,78583398400,0.187619925
329,645978,2,0,0,1,1009557504,78583398400,0.3223629
330,645750,2,0,0,1,1009557504,78583398400,0.26569891
331,645790,2,0,0,1,1009557504,78583398400,0.278619051
332,646162,2,0,0,1,1009557504,78583398400,0.269374847
333,646158,2,0,0,1,1009557504,78583398400,0.239983082
334,646200,2,0,0,1,1009557504,78583398400,0.294635057
335,645167,2,0,0,1,1009557504,78583398400,0.261439085
336,645386,2,0,0,1,1009557504,78583398400,0.230480194
337,645819,2,0,0,1,1009557504,78583398400,0.311144829
338,645648,2,0,0,1,1009557504,78583398400,0.225190878
339,644489,2,0,0,1,1009557504,78583398400,0.20103693
340,431613,3,0,0,1,1009557504,78583398400,0.198034048
341,434595,3,0,0,1,1009557504,78583398400,0.209450006
342,435649,3,0,0,1,1009557504,78583398400,0.218159914
343,423087,3,0,0,1,1009557504,78583398400,0.217698097
344,425059,3,0,0,1,1009557504,78583398400,0.216971159
345,432063,3,0,0,1,1009557504,78583398400,0.303649187
346,425713,3,0,0,1,1009557504,78583398400,0.216526985
347,426491,3,0,0,1,1009557504,78583398400,0.227061987
348,434276,3,0,0,1,1009557504,78583398400,0.228767872
349,434497,3,0,0,1,1009557504,78583398400,0.30320406
350,435318,3,0,0,1,1009557504,78583398400,0.251324892
351,426544,3,0,0,1,1009557504,78583398400,0.244690895
352,429232,3,0,0,1,1009557504,78583398400,0.225628138
353,428477,3,0,0,1,1009557504,78583398400,0.221127033
354,428337,3,0,0,1,1009557504,78583398400,0.231061935
355,428638,3,0,0,1,1009557504,78583398400,0.277951002
356,435231,3,0,0,1,1009557504,78583398400,0.237210989
357,433954,3,0,0,1,1009557504,78583398400,0.24358511
358,433331,3,0,0,1,1009557504,78583394304,0.515812159
359,433531,3,0,0,1,1009557504,78583390208,0.212576866
360,1154897,1,1,51984,1,1009557504,78583390208,1.633409023
361,1157608,1,1,22801,1,1009557504,78583390208,0.750895977
362,1157237,1,0,0,1,1009557504,78583390208,0.492858887
363,1127148,1,0,0,1,1009557504,78583390208,0.488675117
364,1136638,1,0,0,1,1009557504,78583390208,0.475823164
365,1121158,1,0,0,1,1009557504,78583390208,0.513497114
366,1136554,1,1,65025,1,1009557504,78583390208,0.788728952
367,1130759,1,1,44944,1,1009557504,78583390208,0.696815968
368,1125128,1,1,61504,1,1009557504,78583390208,0.542984009
369,1137173,1,0,0,1,1009557504,78583390208,0.482640028
370,1125027,1,0,0,1,1009557504,78583390208,0.517129183
371,1126715,1,0,0,1,1009557504,78583390208,0.510766029
372,1126354,1,0,0,1,1009557504,78583390208,0.474106073
373,1127099,1,1,61009,1,1009557504,78583390208,0.601248026
374,1127369,1,0,0,1,1009557504,78583390208,0.472498178
375,1124406,1,0,0,1,1009557504,78583390208,0.507732153
376,1125710,1,0,0,1,1009557504,78583390208,0.936746836
377,1130144,1,0,0,1,1009557504,78583390208,0.488647938
378,1131368,1,0,0,1,1009557504,78583390208,0.493494034
379,1134231,1,0,0,1,1009557504,78583390208,0.454318047
380,623118,2,1,35344,1,1009557504,78583390208,0.474071026
381,617889,2,1,44100,1,1009557504,78583390208,0.302598
382,617191,2,1,59049,1,1009557504,78583382016,0.293184042
383,605862,2,0,0,1,1009557504,78583382016,0.268234015
384,605682,2,0,0,1,1009557504,78583377920,0.231827021
385,598264,2,0,0,1,1009557504,78583377920,0.299300909
386,612768,2,0,0,1,1009557504,78583377920,0.194056988
387,604395,2,0,0,1,1009557504,78583377920,0.249140024
388,609633,2,1,20736,1,1009557504,78583377920,0.428457022
389,611023,2,1,22801,1,1009557504,78583377920,0.231287003
390,614830,2,1,30625,1,1009557504,78583377920,0.219899178
391,613780,2,1,29241,1,1009557504,78583377920,0.319556952
392,613741,2,0,0,1,1009557504,78583377920,0.203147888
393,618767,2,0,0,1,1009557504,78583377920,0.207364082
394,617535,2,0,0,1,1009557504,78583377920,0.221246958
395,617462,2,0,0,1,1009557504,78583377920,0.19864893
396,615370,2,1,13456,1,1009557504,78583377920,0.225882053
397,615396,2,0,0,1,1009557504,78583377920,0.20782423
398,614863,2,1,24649,1,1009557504,78583377920,0.23508811
399,615828,2,1,22801,1,1009557504,78583377920,0.217809916
400,462955,3,1,71824,1,1009557504,78583377920,0.1699121
401,457266,3,1,78961,1,1009557504,78583377920,0.16522789
402,456755,3,1,60025,1,1009557504,78583377920,0.215077162
403,456499,3,0,0,1,1009557504,78583377920,0.147484064
404,455952,3,0,0,1,1009557504,78583377920,0.231065035
405,451700,3,0,0,1,1009557504,78583377920,0.146358013
406,458987,3,0,0,1,1009557504,78583377920,0.143074036
407,457550,3,0,0,1,1009557504,78583377920,0.147942066
408,458341,3,0,0,1,1009557504,78583377920,0.149942875
409,458154,3,0,0,1,1009557504,78583377920,0.151408195
410,456649,3,1,33856,1,1009557504,78583377920,0.166027069
411,453215,3,0,0,1,1009557504,78583377920,0.189226866
412,462922,3,0,0,1,1009557504,78583377920,0.159075022
413,455250,3,0,0,1,1009557504,78583377920,0.155672073
414,455155,3,0,0,1,1009557504,78583377920,0.148890972
415,459075,3,0,0,1,1009557504,78583377920,0.1445961
416,459242,3,0,0,1,1009557504,78583377920,0.148420095
417,459057,3,0,0,1,1009557504,78583377920,0.149346113
418,459729,3,1,38416,1,1009557504,78583377920,0.166829824
419,459758,3,0,0,1,1009557504,78583377920,0.157963037
420,1162869,1,1,24649,1,1009557504,78583377920,0.39530015
421,1163679,1,1,23716,1,1009557504,78583377920,0.354171991
422,1164153,1,2,53077,1,1009557504,78583365632,0.439028978
423,1162572,1,2,46826,1,1009557504,78583365632,0.375169992
424,1137292,1,2,49370,1,1009557504,78583365632,0.366755009
425,1137822,1,1,15625,1,1009557504,78583365632,0.377351999
426,1136339,1,1,14641,1,1009557504,78583365632,0.354614973
427,1133786,1,0,0,1,1009557504,78583365632,0.354920149
428,1134933,1,0,0,1,1009557504,78583365632,0.326745033
429,1136368,1,1,17161,1,1009557504,78583365632,0.379450083
430,1136485,1,0,0,1,1009557504,78583365632,0.447655201
431,1137838,1,0,0,1,1009557504,78583365632,0.344155073
432,1138850,1,1,22801,1,1009557504,78583365632,0.361234903
433,1138632,1,1,22801,1,1009557504,78583365632,0.355487108
434,1138231,1,1,22801,1,1009557504,78583365632,0.363245964
435,1136299,1,1,22801,1,1009557504,78583365632,0.357961893
436,1134872,1,1,14884,1,1009557504,78583365632,0.346823931
437,1136546,1,1,15129,1,1009557504,78583365632,0.353435993
438,1137069,1,1,14161,1,1009557504,78583365632,0.348512888
439,1137920,1,2,29045,1,1009557504,78583365632,0.372591019
440,616269,2,1,11236,1,1009557504,78583365632,0.219563007
441,617875,2,0,0,1,1009557504,78583365632,0.201850891
442,615871,2,0,0,1,1009557504,78583365632,0.207117081
443,618460,2,0,0,1,1009557504,78583365632,0.197126865
444,609104,2,1,8836,1,1009557504,78583365632,0.224507809
445,607508,2,1,9025,1,1009557504,78583365632,0.221515894
446,607798,2,2,13876,1,1009557504,78583365632,0.233960867
447,607698,2,1,9604,1,1009557504,78583365632,0.223474979
448,611161,2,0,0,1,1009557504,78583365632,0.209233046
449,606197,2,0,0,1,1009557504,78583365632,0.216971159
450,606873,2,0,0,1,1009557504,78583365632,0.206831932
451,603500,2,0,0,1,1009557504,78583365632,0.200463057
452,602495,2,0,0,1,1009557504,78583365632,0.200222015
453,603902,2,2,17861,1,1009557504,78583365632,0.329762936
454,601811,2,2,17125,1,1009557504,78583365632,0.242787123
455,596887,2,2,14977,1,1009557504,78583365632,0.24707818
456,599614,2,0,0,1,1009557504,78583365632,0.205371141
457,599158,2,1,7396,1,1009557504,78583365632,0.214061022
458,595261,2,2,13345,1,1009557504,78583365632,0.240059853
459,591324,2,0,0,1,1009557504,78583357440,0.204755068
460,462210,3,0,0,1,1009557504,78583357440,0.175096989
461,466263,3,0,0,1,1009557504,78583357440,0.159054995
462,465176,3,0,0,1,1009557504,78583357440,0.15517211
463,459621,3,0,0,1,1009557504,78583357440,0.207154989
464,458851,3,0,0,1,1009557504,78583357440,0.153072834
465,460127,3,0,0,1,1009557504,78583357440,0.152630091
466,458826,3,0,0,1,1009557504,78583357440,0.153385878
467,457584,3,0,0,1,1009557504,78583357440,0.158285856
