task,image_size,recognition,face_num,face_area,cpu_core,mem,disk,time
865,654133,2,1,5625,3,1009557504,78582853632,0.217587948
866,653666,2,2,12802,3,1009557504,78582853632,0.230433941
867,654724,2,0,0,3,1009557504,78582853632,0.204339981
868,654297,2,0,0,3,1009557504,78582853632,0.199820995
869,649617,2,1,6084,3,1009557504,78582853632,0.211785078
870,648868,2,1,6724,3,1009557504,78582853632,0.221285105
871,649987,2,2,12482,3,1009557504,78582853632,0.237517118
872,650741,2,2,12961,3,1009557504,78582853632,0.235126019
873,652874,2,2,12200,3,1009557504,78582853632,0.285122871
874,652892,2,2,12349,3,1009557504,78582853632,0.229912996
875,657490,2,2,10337,3,1009557504,78582853632,0.237643003
876,657940,2,1,7225,3,1009557504,78582853632,0.217096806
877,656168,2,1,7921,3,1009557504,78582853632,0.218775034
878,653035,2,2,13498,3,1009557504,78582853632,0.234357119
879,654971,2,0,0,3,1009557504,78582853632,0.208889961
880,524075,3,2,13969,3,1009557504,78582853632,0.202780008
881,525251,3,1,7225,3,1009557504,78582853632,0.256948948
882,524959,3,2,14162,3,1009557504,78582853632,0.189267874
883,527214,3,2,14005,3,1009557504,78582853632,0.216737986
884,498856,3,2,11252,3,1009557504,78582853632,0.197962999
885,498895,3,2,13172,3,1009557504,78582853632,0.192333937
886,498336,3,2,13850,3,1009557504,78582853632,0.1843431
887,500181,3,1,6561,3,1009557504,78582853632,0.189809084
888,500062,3,3,16910,3,1009557504,78582853632,0.204531193
889,497225,3,0,0,3,1009557504,78582853632,0.16987896
890,500698,3,2,11765,3,1009557504,78582853632,0.183521986
891,500975,3,2,12410,3,1009557504,78582853632,0.188140869
892,497760,3,2,12898,3,1009557504,78582853632,0.190207005
893,497322,3,2,14461,3,1009557504,78582853632,0.189550877
894,498519,3,2,11413,3,1009557504,78582853632,0.244989157
895,499774,3,2,11866,3,1009557504,78582845440,0.193993092
896,497337,3,3,18629,3,1009557504,78582845440,0.204979181
897,497365,3,3,19382,3,1009557504,78582845440,0.225179911
898,499037,3,2,11729,3,1009557504,78582845440,0.185984135
899,499872,3,3,20141,3,1009557504,78582845440,0.20650816
900,1147704,1,0,0,4,1009557504,78582362112,2.32008791
901,1150053,1,0,0,4,1009557504,78582362112,0.421022892
902,1151299,1,0,0,4,1009557504,78582362112,0.290974855
903,1119183,1,0,0,4,1009557504,78582362112,0.277134895
904,1117925,1,0,0,4,1009557504,78582362112,0.322451115
905,1121545,1,0,0,4,1009557504,78582362112,0.265478134
906,1116805,1,0,0,4,1009557504,78582362112,0.278431892
907,1122963,1,0,0,4,1009557504,78582362112,0.271939993
908,1125003,1,0,0,4,1009557504,78582362112,0.269493103
909,1126077,1,0,0,4,1009557504,78582362112,0.277295828
910,1121139,1,0,0,4,1009557504,78582362112,0.271553993
911,1119968,1,0,0,4,1009557504,78582362112,0.315514803
912,1118681,1,0,0,4,1009557504,78582362112,0.268842936
913,1119964,1,0,0,4,1009557504,78582362112,0.273039818
914,1123352,1,0,0,4,1009557504,78582362112,0.278706074
915,1129343,1,0,0,4,1009557504,78582362112,0.26769805
916,1132668,1,0,0,4,1009557504,78582362112,0.266756058
917,1132122,1,0,0,4,1009557504,78582362112,0.277281046
918,1131316,1,0,0,4,1009557504,78582362112,0.269910097
919,1133131,1,0,0,4,1009557504,78582362112,0.369824886
920,805779,2,0,0,4,1009557504,78582358016,0.228654146
921,805994,2,0,0,4,1009557504,78582353920,0.179944038
922,802130,2,0,0,4,1009557504,78582353920,0.174646854
923,598441,2,0,0,4,1009557504,78582353920,0.16949296
924,644690,2,0,0,4,1009557504,78582353920,0.171901941
925,644277,2,0,0,4,1009557504,78582353920,0.172631025
926,645841,2,0,0,4,1009557504,78582353920,0.224623919
927,645060,2,0,0,4,1009557504,78582353920,0.175746918
928,645502,2,0,0,4,1009557504,78582353920,0.166680098
929,645978,2,0,0,4,1009557504,78582341632,0.190961838
930,645750,2,0,0,4,1009557504,78582353920,0.229347944
931,645790,2,0,0,4,1009557504,78582362112,0.216896057
932,646162,2,0,0,4,1009557504,78582362112,0.35413599
933,646158,2,0,0,4,1009557504,78582362112,0.260185003
934,646200,2,0,0,4,1009557504,78582362112,0.278783083
935,645167,2,0,0,4,1009557504,78582362112,0.27892518
936,645386,2,0,0,4,1009557504,78582362112,0.292371988
937,645819,2,0,0,4,1009557504,78582124544,0.266860008
938,645648,2,0,0,4,1009557504,78582362112,0.283303022
939,644489,2,0,0,4,1009557504,78582362112,0.289538145
940,431613,3,0,0,4,1009557504,78582362112,0.217955112
941,434595,3,0,0,4,1009557504,78582362112,0.215034962
942,435649,3,0,0,4,1009557504,78582362112,0.475526094
943,423087,3,0,0,4,1009557504,78582362112,0.24116993
944,425059,3,0,0,4,1009557504,78582362112,0.231579065
945,432063,3,0,0,4,1009557504,78582362112,0.241415977
946,425713,3,0,0,4,1009557504,78582362112,0.209954977
947,426491,3,0,0,4,1009557504,78582362112,0.260191917
948,434276,3,0,0,4,1009557504,78582362112,0.205867052
949,434497,3,0,0,4,1009557504,78582362112,0.253912926
950,435318,3,0,0,4,1009557504,78582362112,0.20936203
951,426544,3,0,0,4,1009557504,78582362112,0.245486021
952,429232,3,0,0,4,1009557504,78582362112,0.213714123
953,428477,3,0,0,4,1009557504,78582362112,0.262338877
954,428337,3,0,0,4,1009557504,78582362112,0.215353012
955,428638,3,0,0,4,1009557504,78582362112,0.222580194
956,435231,3,0,0,4,1009557504,78582358016,0.44841814
957,433954,3,0,0,4,1009557504,78582353920,0.204541922
958,433331,3,0,0,4,1009557504,78582353920,0.217225075
959,433531,3,0,0,4,1009557504,78582353920,0.222236156
960,1154897,1,1,51984,4,1009557504,78582353920,1.240334988
961,1157608,1,1,22801,4,1009557504,78582349824,0.753151894
962,1157237,1,0,0,4,1009557504,78582349824,0.471204042
963,1127148,1,0,0,4,1009557504,78582349824,0.415983915
964,1136638,1,0,0,4,1009557504,78582349824,0.411329031
965,1121158,1,0,0,4,1009557504,78582349824,0.400460958
966,1136554,1,1,65025,4,1009557504,78582349824,0.576771021
967,1130759,1,1,44944,4,1009557504,78582349824,0.73370409
968,1125128,1,1,61504,4,1009557504,78582349824,0.622302055
969,1137173,1,0,0,4,1009557504,78582349824,0.397475958
970,1125027,1,0,0,4,1009557504,78582349824,0.420329094
971,1126715,1,0,0,4,1009557504,78582349824,0.376039982
972,1126354,1,0,0,4,1009557504,78582349824,0.439151049
973,1127099,1,1,61009,4,1009557504,78582349824,0.63753891
974,1127369,1,0,0,4,1009557504,78582345728,0.386945963
975,1124406,1,0,0,4,1009557504,78582345728,0.530282021
976,1125710,1,0,0,4,1009557504,78582345728,0.311466932
977,1130144,1,0,0,4,1009557504,78582345728,0.301901817
978,1131368,1,0,0,4,1009557504,78582345728,0.301749945
979,1134231,1,0,0,4,1009557504,78582345728,0.360944033
980,623118,2,1,35344,4,1009557504,78582345728,0.356563091
981,617889,2,1,44100,4,1009557504,78582345728,0.18934989
982,617191,2,1,59049,4,1009557504,78582345728,0.193421841
983,605862,2,0,0,4,1009557504,78582345728,0.253778934
984,605682,2,0,0,4,1009557504,78582345728,0.172772169
985,598264,2,0,0,4,1009557504,78582345728,0.181005955
986,612768,2,0,0,4,1009557504,78582337536,0.18316412
987,604395,2,0,0,4,1009557504,78582337536,0.179740906
988,609633,2,1,20736,4,1009557504,78582337536,0.188573122
989,611023,2,1,22801,4,1009557504,78582337536,0.208894968
990,614830,2,1,30625,4,1009557504,78582337536,0.234334946
991,613780,2,1,29241,4,1009557504,78582337536,0.208225965
992,613741,2,0,0,4,1009557504,78582337536,0.18966198
993,618767,2,0,0,4,1009557504,78582337536,0.186669111
994,617535,2,0,0,4,1009557504,78582337536,0.187198877
995,617462,2,0,0,4,1009557504,78582337536,0.175173044
996,615370,2,1,13456,4,1009557504,78582337536,0.247852087
997,615396,2,0,0,4,1009557504,78582337536,0.178452015
998,614863,2,1,24649,4,1009557504,78582337536,0.328317165
999,615828,2,1,22801,4,1009557504,78582337536,0.339915037
1000,462955,3,1,71824,4,1009557504,78582337536,0.169890165
1001,457266,3,1,78961,4,1009557504,78582337536,0.145066023
1002,456755,3,1,60025,4,1009557504,78582337536,0.151782036
1003,456499,3,0,0,4,1009557504,78582337536,0.179256916
1004,455952,3,0,0,4,1009557504,78582337536,0.129400969
1005,451700,3,0,0,4,1009557504,78582337536,0.127943993
1006,458987,3,0,0,4,1009557504,78582337536,0.212105036
1007,457550,3,0,0,4,1009557504,78582337536,0.138128042
1008,458341,3,0,0,4,1009557504,78582337536,0.139915943
1009,458154,3,0,0,4,1009557504,78582337536,0.130211115
1010,456649,3,1,33856,4,1009557504,78582337536,0.148313046
1011,453215,3,0,0,4,1009557504,78582337536,0.196263075
1012,462922,3,0,0,4,1009557504,78582337536,0.137428045
1013,455250,3,0,0,4,1009557504,78582337536,0.127991199
1014,455155,3,0,0,4,1009557504,78582337536,0.187903166
1015,459075,3,0,0,4,1009557504,78582337536,0.129317999
1016,459242,3,0,0,4,1009557504,78582337536,0.149387121
1017,459057,3,0,0,4,1009557504,78582337536,0.135830879
1018,459729,3,1,38416,4,1009557504,78582337536,0.150736094
1019,459758,3,0,0,4,1009557504,78582337536,0.134017944
1020,1162869,1,1,24649,4,1009557504,78582337536,0.380069017
1021,1163679,1,1,23716,4,1009557504,78582337536,0.344834089
1022,1164153,1,2,53077,4,1009557504,78582337536,0.337403059
1023,1162572,1,2,46826,4,1009557504,78582337536,0.344709873
1024,1137292,1,2,49370,4,1009557504,78582337536,0.353756189
1025,1137822,1,1,15625,4,1009557504,78582337536,0.313910007
1026,1136339,1,1,14641,4,1009557504,78582337536,0.363283873
1027,1133786,1,0,0,4,1009557504,78582325248,0.389247894
1028,1134933,1,0,0,4,1009557504,78582325248,0.340889931
1029,1136368,1,1,17161,4,1009557504,78582325248,0.343144178
1030,1136485,1,0,0,4,1009557504,78582325248,0.320481062
1031,1137838,1,0,0,4,1009557504,78582325248,0.497174978
1032,1138850,1,1,22801,4,1009557504,78582325248,0.367578983
1033,1138632,1,1,22801,4,1009557504,78582325248,0.327641964
1034,1138231,1,1,22801,4,1009557504,78582325248,0.328556061
1035,1136299,1,1,22801,4,1009557504,78582325248,0.327541828
1036,1134872,1,1,14884,4,1009557504,78582325248,0.317664146
1037,1136546,1,1,15129,4,1009557504,78582325248,0.382249117
1038,1137069,1,1,14161,4,1009557504,78582325248,0.32371521
1039,1137920,1,2,29045,4,1009557504,78582325248,0.335347176
1040,616269,2,1,11236,4,1009557504,78582325248,0.291811943
1041,617875,2,0,0,4,1009557504,78582325248,0.180994034
1042,615871,2,0,0,4,1009557504,78582325248,0.184127808
1043,618460,2,0,0,4,1009557504,78582325248,0.186889172
1044,609104,2,1,8836,4,1009557504,78582325248,0.195639133
1045,607508,2,1,9025,4,1009557504,78582325248,0.191606998
1046,607798,2,2,13876,4,1009557504,78582325248,0.22258997
1047,607698,2,1,9604,4,1009557504,78582325248,0.1926229
1048,611161,2,0,0,4,1009557504,78582325248,0.177582026
1049,606197,2,0,0,4,1009557504,78582325248,0.180838823
1050,606873,2,0,0,4,1009557504,78582325248,0.173674822
1051,603500,2,0,0,4,1009557504,78582325248,0.186933041
1052,602495,2,0,0,4,1009557504,78582325248,0.183785915
1053,603902,2,2,17861,4,1009557504,78582325248,0.212018013
1054,601811,2,2,17125,4,1009557504,78582325248,0.215296984
1055,596887,2,2,14977,4,1009557504,78582325248,0.206129074
1056,599614,2,0,0,4,1009557504,78582325248,0.189768076
1057,599158,2,1,7396,4,1009557504,78582325248,0.200094938
1058,595261,2,2,13345,4,1009557504,78582325248,0.216444969
1059,591324,2,0,0,4,1009557504,78582325248,0.177418947
1060,462210,3,0,0,4,1009557504,78582325248,0.151727915
1061,466263,3,0,0,4,1009557504,78582325248,0.134589911
1062,465176,3,0,0,4,1009557504,78582325248,0.137396097
1063,459621,3,0,0,4,1009557504,78582325248,0.14134407
1064,458851,3,0,0,4,1009557504,78582325248,0.137847185
1065,460127,3,0,0,4,1009557504,78582325248,0.148597002
1066,458826,3,0,0,4,1009557504,78582325248,0.153422117
1067,457584,3,0,0,4,1009557504,78582317056,0.135581017
1068,457409,3,0,0,4,1009557504,78582317056,0.135574102
1069,457011,3,0,0,4,1009557504,78582317056,0.134717941
1070,458032,3,0,0,4,1009557504,78582317056,0.137989044
1071,461085,3,1,10201,4,1009557504,78582317056,0.156019926
1072,463622,3,2,22474,4,1009557504,78582317056,0.168630838
1073,461393,3,2,23360,4,1009557504,78582317056,0.165021896
1074,460846,3,2,20205,4,1009557504,78582317056,0.177927971
1075,457388,3,1,13456,4,1009557504,78582317056,0.144392014
1076,463941,3,2,26912,4,1009557504,78582317056,0.170379877
1077,457691,3,1,12769,4,1009557504,78582317056,0.198894024
1078,454952,3,2,13573,4,1009557504,78582317056,0.165817976
1079,456046,3,1,11025,4,1009557504,78582317056,0.148866892
1080,1169196,1,3,43224,4,1009557504,78582317056,0.377707958
1081,1166539,1,2,30125,4,1009557504,78582317056,0.466271877
1082,1172877,1,2,28818,4,1009557504,78582317056,0.35611105
1083,1171475,1,2,29525,4,1009557504,78582317056,0.342577219
1084,1151852,1,3,50454,4,1009557504,78582317056,0.389476061
1085,1149106,1,3,48803,4,1009557504,78582317056,0.374603987
1086,1139377,1,3,50165,4,1009557504,78582317056,0.368766069
1087,1133409,1,3,52838,4,1009557504,78582317056,0.349367857
1088,1137959,1,3,48653,4,1009557504,78582317056,0.391120911
1089,1143996,1,2,26452,4,1009557504,78582317056,1.018378973
1090,1147634,1,1,14161,4,1009557504,78582317056,0.340013027
1091,1145272,1,3,47326,4,1009557504,78582317056,0.478055
1092,1151709,1,2,37201,4,1009557504,78582317056,0.412490129
1093,1158088,1,1,8281,4,1009557504,78582317056,0.329551935
1094,1160823,1,1,9409,4,1009557504,78582317056,0.326326132
1095,1160080,1,1,13456,4,1009557504,78582317056,0.321243048
1096,1158275,1,2,29201,4,1009557504,78582317056,0.349363804
1097,1157598,1,2,35360,4,1009557504,78582317056,0.36907196
1098,1156394,1,1,22801,4,1009557504,78582317056,0.334688902
1099,1158392,1,0,0,4,1009557504,78582317056,0.31351614
1100,597194,2,0,0,4,1009557504,78582317056,0.197556019
1101,602143,2,0,0,4,1009557504,78582317056,0.243710041
1102,603461,2,0,0,4,1009557504,78582317056,0.181292057
1103,603797,2,1,7921,4,1009557504,78582317056,0.202255011
1104,602951,2,2,13045,4,1009557504,78582308864,0.212013006
1105,608502,2,0,0,4,1009557504,78582308864,0.201487064
1106,604448,2,1,7921,4,1009557504,78582308864,0.19771409
1107,614335,2,1,7744,4,1009557504,78582308864,0.203628063
1108,606296,2,1,7225,4,1009557504,78582308864,0.197489023
1109,610736,2,3,22083,4,1009557504,78582308864,0.242055178
1110,610000,2,3,21974,4,1009557504,78582308864,0.232420921
1111,610153,2,3,21614,4,1009557504,78582308864,0.22551012
1112,613423,2,2,14650,4,1009557504,78582308864,0.280431986
1113,617602,2,2,12641,4,1009557504,78582308864,0.21389389
1114,619181,2,2,14005,4,1009557504,78582308864,0.212289095
1115,620286,2,3,24040,4,1009557504,78582308864,0.22505784
1116,621184,2,2,16441,4,1009557504,78582308864,0.216211081
1117,620597,2,2,15210,4,1009557504,78582308864,0.215276957
1118,619585,2,1,6400,4,1009557504,78582308864,0.204789877
1119,619876,2,1,6400,4,1009557504,78582308864,0.200187922
1120,466228,3,0,0,4,1009557504,78582308864,0.149384022
1121,470564,3,0,0,4,1009557504,78582308864,0.134610176
1122,470332,3,0,0,4,1009557504,78582308864,0.149723053
1123,464361,3,1,7569,4,1009557504,78582308864,0.150833845
1124,469289,3,1,7921,4,1009557504,78582308864,0.190859079
1125,467641,3,1,7569,4,1009557504,78582308864,0.160335064
1126,472092,3,0,0,4,1009557504,78582308864,0.158278942
1127,472918,3,1,7921,4,1009557504,78582308864,0.201189995
1128,473502,3,1,7921,4,1009557504,78582308864,0.157079935
1129,472848,3,1,6889,4,1009557504,78582308864,0.157135963
1130,470302,3,0,0,4,1009557504,78582308864,0.138508081
1131,472161,3,3,17030,4,1009557504,78582308864,0.180068016
1132,471239,3,3,16168,4,1009557504,78582308864,0.183999062
1133,470193,3,2,10386,4,1009557504,78582308864,0.168833971
1134,471999,3,1,5184,4,1009557504,78582308864,0.157048941
1135,471676,3,1,5776,4,1009557504,78582308864,0.157165051
1136,471377,3,1,6724,4,1009557504,78582308864,0.152876854
1137,472263,3,1,7569,4,1009557504,78582308864,0.149766922
1138,473109,3,0,0,4,1009557504,78582308864,0.211183071
1139,472914,3,0,0,4,1009557504,78582308864,0.143896818
1140,1272355,1,2,28673,4,1009557504,78582308864,0.390338898
1141,1268215,1,4,58470,4,1009557504,78582308864,0.419255018
1142,1273057,1,3,47057,4,1009557504,78582308864,0.391291142
1143,1204403,1,3,42906,4,1009557504,78582308864,0.356158018
1144,1206101,1,4,53833,4,1009557504,78582308864,0.386068106
1145,1203723,1,4,57338,4,1009557504,78582300672,0.40910697
1146,1208167,1,3,42536,4,1009557504,78582300672,0.371018171
1147,1209067,1,3,43065,4,1009557504,78582300672,0.376040936
1148,1208884,1,3,42061,4,1009557504,78582300672,0.37458086
1149,1205256,1,3,39717,4,1009557504,78582300672,0.447768211
1150,1199756,1,4,55206,4,1009557504,78582300672,0.396728039
1151,1206717,1,2,31914,4,1009557504,78582300672,0.358034849
1152,1205663,1,1,16129,4,1009557504,78582300672,0.354256153
1153,1207544,1,2,26452,4,1009557504,78582300672,0.378841877
1154,1207750,1,4,44283,4,1009557504,78582300672,0.397414207
1155,1208511,1,2,30529,4,1009557504,78582300672,0.363914967
1156,1209238,1,3,41685,4,1009557504,78582300672,0.365083933
1157,1214020,1,2,23860,4,1009557504,78582300672,0.365911007
1158,1217794,1,0,0,4,1009557504,78582300672,0.350409031
1159,1208586,1,3,36426,4,1009557504,78582300672,0.369138002
1160,681033,2,3,19105,4,1009557504,78582300672,0.24941802
1161,681965,2,4,23611,4,1009557504,78582300672,0.248503923
1162,682290,2,2,10084,4,1009557504,78582300672,0.253587008
1163,683649,2,1,5476,4,1009557504,78582300672,0.224736929
1164,648256,2,0,0,4,1009557504,78582300672,0.203640938
1165,654133,2,1,5625,4,1009557504,78582300672,0.207288027
1166,653666,2,2,12802,4,1009557504,78582300672,0.234945774
1167,654724,2,0,0,4,1009557504,78582300672,0.197540045
1168,654297,2,0,0,4,1009557504,78582300672,0.198746204
1169,649617,2,1,6084,4,1009557504,78582300672,0.213844061
1170,648868,2,1,6724,4,1009557504,78582300672,0.225944996
1171,649987,2,2,12482,4,1009557504,78582300672,0.295680046
1172,650741,2,2,12961,4,1009557504,78582300672,0.220402956
1173,652874,2,2,12200,4,1009557504,78582300672,0.22617507
1174,652892,2,2,12349,4,1009557504,78582300672,0.229438066
1175,657490,2,2,10337,4,1009557504,78582300672,0.227022171
1176,657940,2,1,7225,4,1009557504,78582300672,0.211880207
1177,656168,2,1,7921,4,1009557504,78582300672,0.232125998
1178,653035,2,2,13498,4,1009557504,78582300672,0.228185892
1179,654971,2,0,0,4,1009557504,78582300672,0.196867943
1180,524075,3,2,13969,4,1009557504,78582300672,0.246077061
1181,525251,3,1,7225,4,1009557504,78582300672,0.162163019
1182,524959,3,2,14162,4,1009557504,78582292480,0.301723003
1183,527214,3,2,14005,4,1009557504,78582292480,0.179474831
1184,498856,3,2,11252,4,1009557504,78582292480,0.200197935
1185,498895,3,2,13172,4,1009557504,78582292480,0.181337118
1186,498336,3,2,13850,4,1009557504,78582292480,0.190351963
1187,500181,3,1,6561,4,1009557504,78582292480,0.193670988
1188,500062,3,3,16910,4,1009557504,78582292480,0.217001915
1189,497225,3,0,0,4,1009557504,78582292480,0.15731883
1190,500698,3,2,11765,4,1009557504,78582292480,0.200147152
1191,500975,3,2,12410,4,1009557504,78582292480,0.184806108
1192,497760,3,2,12898,4,1009557504,78582292480,0.1886549
1193,497322,3,2,14461,4,1009557504,78582292480,0.189215183
1194,498519,3,2,11413,4,1009557504,78582292480,0.239362001
1195,499774,3,2,11866,4,1009557504,78582292480,0.198601961
1196,497337,3,3,18629,4,1009557504,78582292480,0.198015928
1197,497365,3,3,19382,4,1009557504,78582292480,0.197744131
1198,499037,3,2,11729,4,1009557504,78582292480,0.186873913
1199,499872,3,3,20141,4,1009557504,78582292480,0.274868011
1200,1147704,1,0,0,1,2066485248,78581886976,0.972331047
1201,1150053,1,0,0,1,2066485248,78581886976,0.789382935
1202,1151299,1,0,0,1,2066485248,78581886976,0.425404072
1203,1119183,1,0,0,1,2066485248,78581886976,0.372786045
1204,1117925,1,0,0,1,2066485248,78581886976,0.475033045
1205,1121545,1,0,0,1,2066485248,78581886976,0.463533163
1206,1116805,1,0,0,1,2066485248,78581886976,0.355252981
1207,1122963,1,0,0,1,2066485248,78581886976,1.323848009
1208,1125003,1,0,0,1,2066485248,78581878784,1.339123011
1209,1126077,1,0,0,1,2066485248,78581878784,1.107287169
1210,1121139,1,0,0,1,2066485248,78581878784,1.091519117
1211,1119968,1,0,0,1,2066485248,78581878784,1.11422801
1212,1118681,1,0,0,1,2066485248,78581878784,0.452697992
1213,1119964,1,0,0,1,2066485248,78581878784,0.676064968
1214,1123352,1,0,0,1,2066485248,78581878784,0.67238307
1215,1129343,1,0,0,1,2066485248,78581878784,0.675135851
1216,1132668,1,0,0,1,2066485248,78581874688,0.372874975
1217,1132122,1,0,0,1,2066485248,78581874688,0.578251839
1218,1131316,1,0,0,1,2066485248,78581874688,0.391630173
1219,1133131,1,0,0,1,2066485248,78581874688,0.383999109
1220,805779,2,0,0,1,2066485248,78581874688,0.238864899
1221,805994,2,0,0,1,2066485248,78581874688,0.236834049
1222,802130,2,0,0,1,2066485248,78581874688,0.225801945
1223,598441,2,0,0,1,2066485248,78581874688,0.27038908
1224,644690,2,0,0,1,2066485248,78581874688,0.22590518
1225,644277,2,0,0,1,2066485248,78581874688,0.214491129
1226,645841,2,0,0,1,2066485248,78581874688,0.273772001
1227,645060,2,0,0,1,2066485248,78581874688,0.20720911
1228,645502,2,0,0,1,2066485248,78581874688,0.210362911
1229,645978,2,0,0,1,2066485248,78581874688,0.848340988
1230,645750,2,0,0,1,2066485248,78581874688,0.257579088
1231,645790,2,0,0,1,2066485248,78581874688,0.216158867
1232,646162,2,0,0,1,2066485248,78581874688,0.20359993
1233,646158,2,0,0,1,2066485248,78581874688,0.207071066
1234,646200,2,0,0,1,2066485248,78581874688,0.209451914
1235,645167,2,0,0,1,2066485248,78581874688,0.215754986
1236,645386,2,0,0,1,2066485248,78581874688,0.308074951
1237,645819,2,0,0,1,2066485248,78581874688,0.263967991
1238,645648,2,0,0,1,2066485248,78581862400,0.211052895
1239,644489,2,0,0,1,2066485248,78581862400,0.212081909
1240,431613,3,0,0,1,2066485248,78581862400,0.135488987
1241,434595,3,0,0,1,2066485248,78581862400,0.206836939
1242,435649,3,0,0,1,2066485248,78581862400,0.138258934
1243,423087,3,0,0,1,2066485248,78581862400,0.172403097
1244,425059,3,0,0,1,2066485248,78581862400,0.135957956
1245,432063,3,0,0,1,2066485248,78581862400,0.141253948
1246,425713,3,0,0,1,2066485248,78581862400,0.136750937
1247,426491,3,0,0,1,2066485248,78581862400,0.134222984
1248,434276,3,0,0,1,2066485248,78581862400,0.216622114
1249,434497,3,0,0,1,2066485248,78581862400,0.137148142
1250,435318,3,0,0,1,2066485248,78581862400,0.140155077
1251,426544,3,0,0,1,2066485248,78581862400,0.14350009
1252,429232,3,0,0,1,2066485248,78581862400,0.137302876
1253,428477,3,0,0,1,2066485248,78581862400,0.138520002
1254,428337,3,0,0,1,2066485248,78581862400,0.187361002
1255,428638,3,0,0,1,2066485248,78581862400,0.13526988
1256,435231,3,0,0,1,2066485248,78581862400,0.140083075
1257,433954,3,0,0,1,2066485248,78581862400,0.138376951
1258,433331,3,0,0,1,2066485248,78581862400,0.136346102
1259,433531,3,0,0,1,2066485248,78581862400,0.135635138
1260,1154897,1,1,51984,1,2066485248,78581862400,0.754904985
1261,1157608,1,1,22801,1,2066485248,78581866496,0.478933096
1262,1157237,1,0,0,1,2066485248,78581866496,0.466452122
1263,1127148,1,0,0,1,2066485248,78581866496,0.428304195
1264,1136638,1,0,0,1,2066485248,78581866496,0.385539055
1265,1121158,1,0,0,1,2066485248,78581866496,0.411060095
1266,1136554,1,1,65025,1,2066485248,78581866496,0.430032969
1267,1130759,1,1,44944,1,2066485248,78581866496,0.418649912
1268,1125128,1,1,61504,1,2066485248,78581866496,0.426513195
1269,1137173,1,0,0,1,2066485248,78581866496,0.46393609
1270,1125027,1,0,0,1,2066485248,78581866496,0.390470982
1271,1126715,1,0,0,1,2066485248,78581866496,0.379412889
1272,1126354,1,0,0,1,2066485248,78581866496,0.385873079
1273,1127099,1,1,61009,1,2066485248,78581866496,0.447459221
1274,1127369,1,0,0,1,2066485248,78581866496,0.373091936
1275,1124406,1,0,0,1,2066485248,78581866496,0.382269144
1276,1125710,1,0,0,1,2066485248,78581858304,0.54224515
1277,1130144,1,0,0,1,2066485248,78581858304,0.396678925
1278,1131368,1,0,0,1,2066485248,78581858304,0.396270037
1279,1134231,1,0,0,1,2066485248,78581858304,0.408237934
1280,623118,2,1,35344,1,2066485248,78581858304,0.35157609
1281,617889,2,1,44100,1,2066485248,78581858304,0.313297987
1282,617191,2,1,59049,1,2066485248,78581858304,0.259767056
1283,605862,2,0,0,1,2066485248,78581858304,0.228694916
1284,605682,2,0,0,1,2066485248,78581858304,0.223564148
1285,598264,2,0,0,1,2066485248,78581858304,0.225746155
1286,612768,2,0,0,1,2066485248,78581858304,0.242395163
1287,604395,2,0,0,1,2066485248,78581858304,0.253124952
1288,609633,2,1,20736,1,2066485248,78581858304,0.292914867
1289,611023,2,1,22801,1,2066485248,78581858304,0.277936935
1290,614830,2,1,30625,1,2066485248,78581858304,0.310336113
1291,613780,2,1,29241,1,2066485248,78581858304,0.294763803
1292,613741,2,0,0,1,2066485248,78581858304,0.260069132
1293,618767,2,0,0,1,2066485248,78581858304,0.243758917
1294,617535,2,0,0,1,2066485248,78581858304,0.246410131
1295,617462,2,0,0,1,2066485248,78581858304,0.294676065
1296,615370,2,1,13456,1,2066485248,78581858304,0.282603025
1297,615396,2,0,0,1,2066485248,78581858304,0.294991016
1298,614863,2,1,24649,1,2066485248,78581858304,0.272558212
1299,615828,2,1,22801,1,2066485248,78581858304,0.282164097
1300,462955,3,1,71824,1,2066485248,78581858304,0.208792925
1301,457266,3,1,78961,1,2066485248,78581858304,0.20936799
1302,456755,3,1,60025,1,2066485248,78581858304,0.214675903
1303,456499,3,0,0,1,2066485248,78581858304,0.208845139
1304,455952,3,0,0,1,2066485248,78581858304,0.190064907
1305,451700,3,0,0,1,2066485248,78581858304,0.174681902
1306,458987,3,0,0,1,2066485248,78581858304,0.175577164
1307,457550,3,0,0,1,2066485248,78581858304,0.189381838
1308,458341,3,0,0,1,2066485248,78581858304,0.207653046
1309,458154,3,0,0,1,2066485248,78581858304,0.188750029
1310,456649,3,1,33856,1,2066485248,78581858304,0.209686041
1311,453215,3,0,0,1,2066485248,78581858304,0.183107138
1312,462922,3,0,0,1,2066485248,78581858304,0.254565001
1313,455250,3,0,0,1,2066485248,78581858304,0.178724051
1314,455155,3,0,0,1,2066485248,78581858304,0.187721014
1315,459075,3,0,0,1,2066485248,78581850112,0.250999928
1316,459242,3,0,0,1,2066485248,78581850112,0.181071043
1317,459057,3,0,0,1,2066485248,78581850112,0.184458971
1318,459729,3,1,38416,1,2066485248,78581850112,0.209225893
1319,459758,3,0,0,1,2066485248,78581850112,0.173061132
1320,1162869,1,1,24649,1,2066485248,78581850112,0.484536886
1321,1163679,1,1,23716,1,2066485248,78581850112,0.461941957
1322,1164153,1,2,53077,1,2066485248,78581850112,0.479016781
