0.37962,0.30573,0.38665,0.42114,0.43946,0.37681,0.36235,0.4815,0.34959,0.41726,0.43311,0.39345,0.41198,0.38561,0.49477,0.37056,0.45489,0.40909,0.38738,0.33646,0.3783,0.428,0.39909,0.35459,0.45481,0.38519,0.43866,0.23952
0.50242,0.44801,0.53163,0.60853,0.59446,0.52628,0.44436,0.65152,0.5082,0.5426,0.50904,0.55372,0.56887,0.46942,0.64143,0.414,0.60518,0.54102,0.5034,0.40518,0.58491,0.57093,0.45441,0.4076,0.62161,0.54128,0.54706,0.31152
0.49611,0.47359,0.62162,0.6496,0.70264,0.59734,0.49121,0.70814,0.50716,0.61482,0.60129,0.58825,0.68487,0.55782,0.79507,0.49294,0.76917,0.66451,0.6138,0.47581,0.55613,0.67873,0.5348,0.47189,0.70619,0.57858,0.63866,0.3187
0.48011,0.42928,0.52877,0.59076,0.58823,0.5174,0.43936,0.62566,0.48411,0.53696,0.51313,0.53418,0.57056,0.47412,0.64179,0.42211,0.61261,0.53257,0.50966,0.41552,0.54262,0.55942,0.46032,0.41231,0.60937,0.52365,0.54702,0.30202
0.3867,0.32194,0.40883,0.4422,0.4647,0.3977,0.37062,0.50206,0.36324,0.43362,0.44444,0.411,0.43844,0.39864,0.52356,0.37685,0.48597,0.43487,0.40776,0.34543,0.39543,0.45264,0.40662,0.36075,0.47827,0.40261,0.45449,0.24441
0.50437,0.47899,0.62762,0.65634,0.71031,0.60351,0.49885,0.71845,0.51352,0.62259,0.61032,0.59549,0.69075,0.56516,0.80415,0.50089,0.7762,0.67275,0.61994,0.48147,0.56353,0.68729,0.54336,0.47934,0.71436,0.58553,0.64712,0.32363
0.36918,0.2953,0.3808,0.40761,0.43463,0.3692,0.3597,0.47221,0.33565,0.41238,0.4348,0.38234,0.40689,0.3858,0.49466,0.37403,0.45454,0.40818,0.38583,0.33606,0.35815,0.42483,0.4017,0.35589,0.44714,0.37459,0.43705,0.23417
0.77722,0.70112,0.8684,0.96078,0.97183,0.84862,0.71818,1.0304,0.7836,0.87991,0.84445,0.87168,0.93912,0.77926,1.0679,0.69339,1.0181,0.89135,0.83929,0.67589,0.87956,0.93096,0.75605,0.67485,1.0021,0.85443,0.89923,0.48921
0.36546,0.3253,0.41458,0.44217,0.47349,0.40255,0.35294,0.5007,0.3566,0.42605,0.42618,0.40855,0.44955,0.3872,0.5353,0.35408,0.50374,0.45097,0.40958,0.32811,0.39509,0.46408,0.38383,0.33891,0.48202,0.4004,0.44411,0.2312
0.30846,0.25084,0.30841,0.34587,0.34661,0.30272,0.28473,0.38357,0.29034,0.33045,0.33365,0.31999,0.3273,0.29935,0.38228,0.28317,0.35297,0.31546,0.30342,0.26379,0.3195,0.33368,0.30632,0.27391,0.36253,0.31306,0.34253,0.19335
0.45908,0.37566,0.48101,0.51948,0.54495,0.46683,0.44237,0.5878,0.42675,0.51367,0.53147,0.48257,0.51533,0.47559,0.61453,0.45391,0.57012,0.50619,0.48277,0.41624,0.45886,0.5282,0.48862,0.43402,0.56143,0.47301,0.5402,0.29112
0.36702,0.28931,0.3742,0.39929,0.42843,0.36269,0.35916,0.46767,0.32957,0.40867,0.43513,0.37637,0.39905,0.38436,0.48953,0.37591,0.44745,0.40389,0.38104,0.33454,0.35001,0.4202,0.4032,0.35692,0.4408,0.36865,0.43475,0.23281
0.51894,0.47638,0.59312,0.6574,0.65754,0.57812,0.4785,0.68665,0.53254,0.59329,0.56145,0.59015,0.64404,0.5232,0.71789,0.45907,0.69285,0.59426,0.57148,0.45932,0.59534,0.62212,0.50095,0.44863,0.67766,0.57925,0.60342,0.3281
0.45448,0.36478,0.46946,0.50154,0.53777,0.45553,0.44309,0.58554,0.41308,0.50833,0.5361,0.47172,0.50163,0.47523,0.6133,0.46039,0.56244,0.50842,0.47538,0.41138,0.44267,0.52806,0.4947,0.4377,0.55266,0.46197,0.53895,0.28786
0.35963,0.31912,0.38803,0.43904,0.43044,0.38111,0.32426,0.46242,0.36269,0.39533,0.3752,0.39677,0.41714,0.34672,0.46605,0.30831,0.44386,0.38666,0.37178,0.30498,0.40876,0.4083,0.33674,0.30244,0.44842,0.3887,0.40092,0.22534
0.51463,0.41594,0.50802,0.57121,0.57321,0.49986,0.47347,0.63997,0.48186,0.5473,0.55398,0.53084,0.53768,0.49536,0.63274,0.47022,0.58074,0.52463,0.49935,0.43415,0.53277,0.55482,0.50888,0.45467,0.60039,0.51894,0.56752,0.32161
0.39241,0.3598,0.44668,0.49279,0.49954,0.43606,0.36312,0.52573,0.39991,0.44876,0.42749,0.44572,0.4845,0.3963,0.54889,0.34921,0.52586,0.45868,0.43084,0.34298,0.44983,0.47808,0.3812,0.34013,0.51385,0.43707,0.45777,0.24729
0.94142,0.82981,1.0418,1.1271,1.1871,1.0159,0.89393,1.2701,0.91827,1.0754,1.0691,1.0413,1.1247,0.97068,1.3322,0.88749,1.2495,1.1229,1.0229,0.82501,1.0245,1.1615,0.96352,0.85295,1.2158,1.0197,1.116,0.59265
0.34902,0.32108,0.4099,0.44004,0.46188,0.39714,0.33443,0.47871,0.35175,0.41217,0.40179,0.39991,0.44706,0.37064,0.51636,0.33064,0.49458,0.43137,0.4015,0.31852,0.38967,0.44527,0.35929,0.31865,0.47014,0.39259,0.42564,0.22182
0.89544,0.82874,1.0717,1.1308,1.2179,1.0352,0.87534,1.2559,0.89644,1.0781,1.0643,1.0339,1.1723,0.97797,1.3775,0.87709,1.3157,1.1569,1.0576,0.83021,0.98959,1.1854,0.95156,0.83968,1.2312,1.0151,1.1213,0.57067
0.43078,0.36321,0.47079,0.50888,0.52478,0.45446,0.41549,0.55023,0.41223,0.49155,0.49873,0.46383,0.50844,0.45292,0.58617,0.42399,0.55566,0.47566,0.47052,0.40414,0.43902,0.49792,0.45657,0.40739,0.53956,0.45581,0.51356,0.27554
0.89631,0.73279,0.94708,1.0084,1.0824,0.91737,0.87632,1.1664,0.82474,1.0147,1.0621,0.94369,1.0161,0.94627,1.2334,0.90838,1.1393,1.0222,0.95688,0.81905,0.8844,1.0597,0.97673,0.86411,1.1092,0.92481,1.0737,0.56898
0.39181,0.36179,0.45059,0.49481,0.50487,0.43948,0.36424,0.5296,0.40024,0.45144,0.43016,0.44774,0.48953,0.399,0.55627,0.35082,0.53336,0.46579,0.43499,0.34392,0.45043,0.48426,0.38299,0.34125,0.51811,0.43909,0.46094,0.2471
0.77136,0.70839,0.91866,0.97962,1.0292,0.88571,0.74809,1.0521,0.777,0.9219,0.90366,0.88552,1.0049,0.83531,1.1521,0.74786,1.1105,0.95254,0.90563,0.72693,0.84769,0.98376,0.81047,0.71971,1.0453,0.87063,0.95485,0.49387
0.47358,0.42369,0.54568,0.58397,0.61449,0.52759,0.45756,0.63855,0.46779,0.55585,0.55157,0.53238,0.59372,0.50537,0.68941,0.45929,0.65734,0.57171,0.53934,0.4382,0.51104,0.59134,0.49726,0.44124,0.6262,0.52281,0.57759,0.30186
0.81444,0.76582,0.9831,1.0527,1.1028,0.95031,0.78241,1.1275,0.83473,0.97623,0.94135,0.94976,1.0769,0.87511,1.2302,0.7704,1.1891,1.0249,0.96078,0.75468,0.92372,1.0568,0.83793,0.74373,1.1195,0.93331,1.0052,0.51955
0.83088,0.73737,0.93102,1.0134,1.0468,0.90533,0.78584,1.1043,0.8217,0.95226,0.93612,0.92442,1.0079,0.85738,1.1642,0.7773,1.1054,0.96813,0.91237,0.7438,0.90827,1.0069,0.84361,0.75055,1.0742,0.90671,0.98358,0.52593
0.50948,0.42886,0.52607,0.58697,0.5934,0.51654,0.46992,0.6512,0.48917,0.55442,0.55133,0.54185,0.56127,0.49793,0.65523,0.46226,0.60891,0.54638,0.51387,0.43278,0.54509,0.57421,0.50167,0.44759,0.61743,0.53007,0.57229,0.31888
0.73408,0.68154,0.87625,0.91856,1.0081,0.84859,0.71996,1.0508,0.72983,0.88496,0.87863,0.8489,0.95741,0.80264,1.1489,0.72154,1.0875,0.978,0.86465,0.66652,0.81541,0.9965,0.78375,0.68809,1.0164,0.83222,0.92307,0.46529
0.36934,0.35066,0.45002,0.48372,0.50201,0.43478,0.35322,0.5099,0.38279,0.44378,0.42372,0.43377,0.49372,0.39617,0.55722,0.34567,0.54202,0.46236,0.43838,0.34398,0.42343,0.47771,0.37631,0.33476,0.51,0.4265,0.4552,0.23599
