image_size,resolution1,resolution2,face_num,face_area,cpu_core,mem_total,disk_available,process_time
1160080,1920,1080,1,11556,1,1018712064,7324999680,0.880714893
1158275,1920,1080,2,28197,1,1018712064,7324999680,0.881448984
1157598,1920,1080,2,28197,1,1018712064,7324999680,0.941141844
1156394,1920,1080,1,16641,1,1018712064,7324999680,0.881176949
1158392,1920,1080,1,16641,1,1018712064,7324999680,0.895638227
597194,1280,960,2,13650,1,1018712064,7324999680,0.534075022
602143,1280,960,1,8100,1,1018712064,7324999680,0.528079987
603461,1280,960,1,8100,1,1018712064,7324999680,0.558553934
603797,1280,960,2,11175,1,1018712064,7324999680,0.533141136
602951,1280,960,2,13486,1,1018712064,7324999680,0.532735825
608502,1280,960,2,13560,1,1018712064,7324999680,0.531033039
604448,1280,960,1,8010,1,1018712064,7324999680,0.528043032
614335,1280,960,1,8010,1,1018712064,7324999680,0.531261921
606296,1280,960,2,13650,1,1018712064,7324999680,0.544103861
610736,1280,960,3,15019,1,1018712064,7324999680,0.535360098
610000,1280,960,3,14944,1,1018712064,7324999680,0.535545111
610153,1280,960,3,15019,1,1018712064,7324999680,0.532059908
613423,1280,960,3,15019,1,1018712064,7324999680,0.58833003
617602,1280,960,3,19275,1,1018712064,7324999680,0.533864975
619181,1280,960,3,19126,1,1018712064,7324999680,0.536906004
620286,1280,960,2,9394,1,1018712064,7324999680,0.531207085
621184,1280,960,2,11175,1,1018712064,7324999680,0.531227112
620597,1280,960,3,16726,1,1018712064,7324999680,0.58991909
619585,1280,960,3,16725,1,1018712064,7324999680,0.536764145
619876,1280,960,2,11250,1,1018712064,7324999680,0.535362005
466228,1280,720,0,0,1,1018712064,7324999680,0.399191856
470564,1280,720,1,5550,1,1018712064,7324999680,0.398863077
470332,1280,720,2,13650,1,1018712064,7324999680,0.408091068
464361,1280,720,1,8100,1,1018712064,7324999680,0.400990963
469289,1280,720,2,13650,1,1018712064,7324999680,0.40525198
467641,1280,720,3,17494,1,1018712064,7324999680,0.409420013
472092,1280,720,3,15850,1,1018712064,7324999680,0.406646013
472918,1280,720,3,15788,1,1018712064,7324999680,0.433295965
473502,1280,720,2,11944,1,1018712064,7324999680,0.401582003
472848,1280,720,2,9469,1,1018712064,7324999680,0.405097008
470302,1280,720,3,13300,1,1018712064,7324999680,0.417320013
472161,1280,720,3,15094,1,1018712064,7324999680,0.414426088
471239,1280,720,3,15006,1,1018712064,7324999680,0.407655954
470193,1280,720,3,13437,1,1018712064,7324999680,0.405011892
471999,1280,720,3,12235,1,1018712064,7324995584,0.407133102
471676,1280,720,2,9531,1,1018712064,7324995584,0.405828953
471377,1280,720,1,5625,1,1018712064,7324995584,0.401473045
472263,1280,720,1,5550,1,1018712064,7324995584,0.404390097
473109,1280,720,0,0,1,1018712064,7324995584,0.396181107
472914,1280,720,2,7399,1,1018712064,7324995584,0.403391123
1272355,1920,1080,4,51309,1,1018712064,7324995584,0.958612919
1268215,1920,1080,4,51417,1,1018712064,7324995584,0.902127028
1273057,1920,1080,4,51417,1,1018712064,7324995584,0.897969007
1204403,1920,1080,4,51417,1,1018712064,7324995584,0.896761894
1206101,1920,1080,4,51309,1,1018712064,7324995584,0.944541931
1203723,1920,1080,4,47763,1,1018712064,7324995584,0.894139051
1208167,1920,1080,4,46225,1,1018712064,7324995584,0.891086102
1209067,1920,1080,4,46225,1,1018712064,7324995584,0.974192858
1208884,1920,1080,4,42769,1,1018712064,7324995584,0.894509077
1205256,1920,1080,4,51417,1,1018712064,7324995584,0.905151129
1199756,1920,1080,4,46225,1,1018712064,7324995584,0.890647888
1206717,1920,1080,4,51417,1,1018712064,7324995584,0.905116081
1205663,1920,1080,4,42571,1,1018712064,7324995584,0.889630079
1207544,1920,1080,4,47763,1,1018712064,7324995584,0.891122103
1207750,1920,1080,4,47763,1,1018712064,7324995584,0.889630079
1208511,1920,1080,4,47961,1,1018712064,7324995584,0.959882975
1209238,1920,1080,3,39753,1,1018712064,7324995584,0.884235859
1214020,1920,1080,3,34669,1,1018712064,7324995584,0.897030115
1217794,1920,1080,3,34561,1,1018712064,7324995584,0.883522987
1208586,1920,1080,3,31015,1,1018712064,7324995584,0.949328184
681033,1280,960,4,20569,1,1018712064,7324995584,0.553299904
681965,1280,960,4,21248,1,1018712064,7324995584,0.549395084
682290,1280,960,3,15094,1,1018712064,7324995584,0.535212994
683649,1280,960,4,23091,1,1018712064,7324995584,0.538392067
648256,1280,960,3,13238,1,1018712064,7324995584,0.59860611
654133,1280,960,3,17569,1,1018712064,7324995584,0.548306227
653666,1280,960,4,17144,1,1018712064,7324995584,0.541074991
654724,1280,960,4,17132,1,1018712064,7324995584,0.539870977
654297,1280,960,3,15698,1,1018712064,7324995584,0.544317961
649617,1280,960,3,15019,1,1018712064,7324995584,0.577138901
648868,1280,960,4,17082,1,1018712064,7324995584,0.668501854
649987,1280,960,3,15156,1,1018712064,7324995584,0.555742979
650741,1280,960,3,13238,1,1018712064,7324995584,0.582738876
652874,1280,960,3,13238,1,1018712064,7324995584,0.535729885
652892,1280,960,3,15019,1,1018712064,7324995584,0.593426943
657490,1280,960,4,18925,1,1018712064,7324995584,0.537884951
657940,1280,960,3,14870,1,1018712064,7324995584,0.538661957
656168,1280,960,4,17281,1,1018712064,7324995584,0.563715935
653035,1280,960,3,15850,1,1018712064,7324995584,0.53502202
654971,1280,960,3,14710,1,1018712064,7324995584,0.540616035
524075,1280,720,4,21372,1,1018712064,7324995584,0.455191851
525251,1280,720,4,19604,1,1018712064,7324995584,0.528683901
524959,1280,720,4,23166,1,1018712064,7324995584,0.414631128
527214,1280,720,4,19666,1,1018712064,7324995584,0.411706924
498856,1280,720,4,21310,1,1018712064,7324995584,0.418874979
498895,1280,720,4,21236,1,1018712064,7324991488,0.462559938
498336,1280,720,4,19604,1,1018712064,7324991488,0.412452936
500181,1280,720,3,19185,1,1018712064,7324991488,0.444061041
500062,1280,720,3,17479,1,1018712064,7324991488,0.406431913
497225,1280,720,4,20193,1,1018712064,7324991488,0.411134005
500698,1280,720,4,20245,1,1018712064,7324991488,0.410892963
500975,1280,720,4,23029,1,1018712064,7324991488,0.467679024
497760,1280,720,3,15698,1,1018712064,7324991488,0.427068949
497322,1280,720,3,16800,1,1018712064,7324991488,0.407685995
498519,1280,720,3,15094,1,1018712064,7324991488,0.409482956
499774,1280,720,4,23029,1,1018712064,7324991488,0.426353931
497337,1280,720,4,23029,1,1018712064,7324991488,0.410373926
497365,1280,720,4,23044,1,1018712064,7324991488,0.464704037
499037,1280,720,4,20644,1,1018712064,7324991488,0.413982868
499872,1280,720,4,22940,1,1018712064,7324991488,0.414143085
1147704,1920,1080,0,0,2,1018748928,7323906048,0.991685867
1150053,1920,1080,0,0,2,1018748928,7323930624,0.921175003
1151299,1920,1080,0,0,2,1018748928,7323930624,0.928031921
1119183,1920,1080,0,0,2,1018748928,7323930624,0.889070988
1117925,1920,1080,0,0,2,1018748928,7323930624,0.888267994
1121545,1920,1080,0,0,2,1018748928,7323926528,1.000292063
1116805,1920,1080,0,0,2,1018748928,7323926528,0.88777709
1122963,1920,1080,0,0,2,1018748928,7323926528,0.881160021
1125003,1920,1080,0,0,2,1018748928,7323926528,0.873611927
1126077,1920,1080,0,0,2,1018748928,7323926528,0.927504063
1121139,1920,1080,0,0,2,1018748928,7323926528,0.884213924
1119968,1920,1080,0,0,2,1018748928,7323926528,0.88064599
1118681,1920,1080,0,0,2,1018748928,7323926528,0.873486996
1119964,1920,1080,0,0,2,1018748928,7323926528,0.949586153
1123352,1920,1080,0,0,2,1018748928,7323926528,0.876119137
1129343,1920,1080,0,0,2,1018748928,7323926528,0.890594006
1132668,1920,1080,0,0,2,1018748928,7323926528,0.899192095
1132122,1920,1080,0,0,2,1018748928,7323926528,0.920424938
1131316,1920,1080,0,0,2,1018748928,7323926528,0.874820948
1133131,1920,1080,0,0,2,1018748928,7323926528,0.881541014
805779,1280,960,0,0,2,1018748928,7323926528,0.528404951
805994,1280,960,0,0,2,1018748928,7323926528,0.593530893
802130,1280,960,0,0,2,1018748928,7323926528,0.530853987
598441,1280,960,0,0,2,1018748928,7323926528,0.521456957
644690,1280,960,0,0,2,1018748928,7323926528,0.522889137
644277,1280,960,0,0,2,1018748928,7323926528,0.518895149
645841,1280,960,0,0,2,1018748928,7323926528,0.521398067
645060,1280,960,0,0,2,1018748928,7323926528,0.530416965
645502,1280,960,0,0,2,1018748928,7323926528,0.527839899
645978,1280,960,0,0,2,1018748928,7323926528,0.519711018
645750,1280,960,0,0,2,1018748928,7323926528,0.542295933
645790,1280,960,0,0,2,1018748928,7323926528,0.519617081
646162,1280,960,0,0,2,1018748928,7323926528,0.582079887
646158,1280,960,0,0,2,1018748928,7323926528,0.523607016
646200,1280,960,0,0,2,1018748928,7323926528,0.519593
645167,1280,960,0,0,2,1018748928,7323926528,0.517693043
645386,1280,960,0,0,2,1018748928,7323926528,0.518733978
645819,1280,960,0,0,2,1018748928,7323926528,0.575532913
645648,1280,960,0,0,2,1018748928,7323926528,0.520889044
644489,1280,960,0,0,2,1018748928,7323926528,0.524115801
431613,1280,720,0,0,2,1018748928,7323926528,0.392577887
434595,1280,720,0,0,2,1018748928,7323926528,0.415699005
435649,1280,720,0,0,2,1018748928,7323926528,0.39034605
423087,1280,720,0,0,2,1018748928,7323926528,0.443819046
425059,1280,720,0,0,2,1018748928,7323926528,0.391300917
432063,1280,720,0,0,2,1018748928,7323926528,0.396921158
425713,1280,720,0,0,2,1018748928,7323926528,0.390752077
426491,1280,720,0,0,2,1018748928,7323926528,0.389641047
434276,1280,720,0,0,2,1018748928,7323926528,0.394786835
434497,1280,720,0,0,2,1018748928,7323926528,0.441313982
435318,1280,720,0,0,2,1018748928,7323926528,0.391103983
426544,1280,720,0,0,2,1018748928,7323922432,0.389788151
429232,1280,720,0,0,2,1018748928,7323922432,0.38949585
428477,1280,720,0,0,2,1018748928,7323922432,0.428254843
428337,1280,720,0,0,2,1018748928,7323922432,0.390964985
428638,1280,720,0,0,2,1018748928,7323922432,0.388045073
435231,1280,720,0,0,2,1018748928,7323922432,0.399704933
433954,1280,720,0,0,2,1018748928,7323922432,0.389322042
433331,1280,720,0,0,2,1018748928,7323922432,0.389495134
433531,1280,720,0,0,2,1018748928,7323922432,0.390570164
1154897,1920,1080,1,34596,2,1018748928,7323922432,0.870972157
1157608,1920,1080,1,34410,2,1018748928,7323922432,0.932124138
1157237,1920,1080,1,49729,2,1018748928,7323922432,0.872657061
1127148,1920,1080,1,49729,2,1018748928,7323922432,0.870639086
1136638,1920,1080,1,49729,2,1018748928,7323922432,0.868712902
1121158,1920,1080,1,49729,2,1018748928,7323922432,0.959338903
1136554,1920,1080,1,49729,2,1018748928,7323922432,0.883786917
1130759,1920,1080,1,34596,2,1018748928,7323922432,0.876384974
1125128,1920,1080,1,34596,2,1018748928,7323922432,0.86529994
1137173,1920,1080,1,34596,2,1018748928,7323918336,0.908983946
1125027,1920,1080,1,49729,2,1018748928,7323910144,0.892668009
1126715,1920,1080,1,49729,2,1018748928,7323910144,0.871688128
1126354,1920,1080,1,34596,2,1018748928,7323910144,0.862698078
1127099,1920,1080,1,49729,2,1018748928,7323910144,0.87341094
1127369,1920,1080,1,49506,2,1018748928,7323910144,0.868910074
1124406,1920,1080,1,49506,2,1018748928,7323910144,0.889297009
1125710,1920,1080,1,49729,2,1018748928,7323910144,0.959311008
1130144,1920,1080,1,49729,2,1018748928,7323910144,0.872804165
1131368,1920,1080,0,0,2,1018748928,7323910144,0.86345315
1134231,1920,1080,0,0,2,1018748928,7323910144,0.864398003
623118,1280,960,1,24025,2,1018748928,7323910144,0.542405128
617889,1280,960,1,34410,2,1018748928,7323910144,0.523648024
617191,1280,960,1,49729,2,1018748928,7323910144,0.524577856
605862,1280,960,1,34225,2,1018748928,7323910144,0.52314806
605682,1280,960,0,0,2,1018748928,7323910144,0.516795874
598264,1280,960,0,0,2,1018748928,7323910144,0.519252062
612768,1280,960,0,0,2,1018748928,7323910144,0.545531988
604395,1280,960,1,24025,2,1018748928,7323910144,0.518616915
609633,1280,960,1,16641,2,1018748928,7323910144,0.520790815
611023,1280,960,1,24025,2,1018748928,7323910144,0.52332902
614830,1280,960,1,24025,2,1018748928,7323910144,0.520636082
613780,1280,960,1,24025,2,1018748928,7323910144,0.577461958
613741,1280,960,0,0,2,1018748928,7323910144,0.518719912
618767,1280,960,1,24025,2,1018748928,7323910144,0.522422075
617535,1280,960,1,24025,2,1018748928,7323910144,0.519157887
617462,1280,960,1,24025,2,1018748928,7323910144,0.522526979
615370,1280,960,1,16641,2,1018748928,7323910144,0.51729393
615396,1280,960,1,16641,2,1018748928,7323910144,0.520734072
614863,1280,960,1,16641,2,1018748928,7323910144,0.524090052
615828,1280,960,1,23870,2,1018748928,7323910144,0.522971153
462955,1280,720,1,49729,2,1018748928,7323910144,0.403301954
457266,1280,720,1,71556,2,1018748928,7323910144,0.401772976
456755,1280,720,1,49729,2,1018748928,7323910144,0.465426922
456499,1280,720,2,51237,2,1018748928,7323910144,0.413193941
455952,1280,720,0,0,2,1018748928,7323906048,0.390692949
451700,1280,720,0,0,2,1018748928,7323906048,0.389808893
458987,1280,720,0,0,2,1018748928,7323906048,0.390692949
457550,1280,720,0,0,2,1018748928,7323906048,0.390766144
458341,1280,720,0,0,2,1018748928,7323906048,0.415915012
458154,1280,720,1,34410,2,1018748928,7323906048,0.393980026
456649,1280,720,1,24025,2,1018748928,7323906048,0.411806107
453215,1280,720,1,34596,2,1018748928,7323906048,0.395096064
462922,1280,720,1,34596,2,1018748928,7323906048,0.39408493
455250,1280,720,1,34596,2,1018748928,7323906048,0.393248081
455155,1280,720,1,24025,2,1018748928,7323906048,0.392591953
459075,1280,720,1,34596,2,1018748928,7323906048,0.394467831
459242,1280,720,1,24025,2,1018748928,7323906048,0.421312094
459057,1280,720,1,34410,2,1018748928,7323906048,0.393144131
459729,1280,720,1,24025,2,1018748928,7323906048,0.393772125
459758,1280,720,1,34596,2,1018748928,7323906048,0.395929813
1162869,1920,1080,1,24025,2,1018748928,7323906048,0.938932896
1163679,1920,1080,1,24025,2,1018748928,7323906048,0.892855883
1164153,1920,1080,2,33282,2,1018748928,7323906048,0.87125206
1162572,1920,1080,2,47740,2,1018748928,7323906048,0.876507998
1137292,1920,1080,2,47895,2,1018748928,7323906048,0.939467192
1137822,1920,1080,2,40666,2,1018748928,7323906048,0.878350019
1136339,1920,1080,1,16641,2,1018748928,7323906048,0.874891043
1133786,1920,1080,0,0,2,1018748928,7323906048,0.869895935
1134933,1920,1080,1,16641,2,1018748928,7323906048,0.917020082
1136368,1920,1080,2,40666,2,1018748928,7323906048,0.877485991
1136485,1920,1080,2,33282,2,1018748928,7323906048,0.876549959
1137838,1920,1080,2,33282,2,1018748928,7323906048,0.900372982
1138850,1920,1080,1,24025,2,1018748928,7323906048,0.988932133
1138632,1920,1080,2,40666,2,1018748928,7323906048,0.894970894
1138231,1920,1080,2,33282,2,1018748928,7323906048,0.872674942
1136299,1920,1080,2,33282,2,1018748928,7323906048,0.872972012
1134872,1920,1080,2,33282,2,1018748928,7323906048,0.914697886
1136546,1920,1080,2,40511,2,1018748928,7323906048,0.87737298
1137069,1920,1080,2,40511,2,1018748928,7323906048,0.875972033
1137920,1920,1080,2,33282,2,1018748928,7323906048,0.875405073
616269,1280,960,2,19674,2,1018748928,7323906048,0.539900064
