0.46511,0.52322,0.57712,0.47102,0.46932,0.52169,0.58901,0.43683,0.4304,0.43735,0.48027,0.41351,0.43403,0.5691,0.52736,0.54066,0.4944,0.51631,0.51174,0.63074,0.42535,0.53625,0.45067,0.47332,0.47952,0.4054,0.53456,0.41754
1.0249,1.1629,1.2403,0.91348,0.99883,1.0374,1.346,0.89003,0.79545,0.97948,0.94181,0.86927,0.83942,1.2514,1.088,1.1882,1.0226,1.1803,1.1376,1.3318,0.94706,1.0366,0.91057,1.0202,0.95852,0.85193,1.1517,0.82108
0.4063,0.44228,0.50976,0.37448,0.41598,0.42162,0.46058,0.37205,0.37786,0.38947,0.42135,0.36181,0.32867,0.5053,0.38817,0.4572,0.40102,0.44161,0.43709,0.4579,0.36866,0.47532,0.34641,0.39698,0.34058,0.32966,0.39436,0.36639
0.50806,0.55907,0.64406,0.52158,0.52756,0.53599,0.59769,0.48474,0.50605,0.47712,0.55144,0.46588,0.46219,0.63165,0.54864,0.57515,0.53995,0.5472,0.54897,0.64601,0.46083,0.62909,0.48827,0.51357,0.49879,0.43568,0.54638,0.47865
0.40109,0.42273,0.51384,0.43448,0.42612,0.49055,0.4432,0.41113,0.452,0.37794,0.47595,0.38326,0.37702,0.49922,0.41861,0.45025,0.42759,0.41916,0.41887,0.47817,0.36055,0.5386,0.38333,0.40474,0.38972,0.34732,0.40432,0.4119
0.35684,0.40095,0.44878,0.36227,0.36547,0.36809,0.43704,0.33266,0.33679,0.3343,0.37306,0.32067,0.32807,0.44124,0.3987,0.40889,0.38125,0.39048,0.39204,0.47532,0.32515,0.42442,0.34739,0.36249,0.36074,0.30812,0.40143,0.32429
0.35183,0.40745,0.44814,0.43324,0.36705,0.3577,0.48324,0.35114,0.36502,0.3142,0.391,0.33403,0.39553,0.43424,0.49745,0.40836,0.43508,0.3846,0.39198,0.59526,0.32245,0.45475,0.43026,0.3855,0.47425,0.33985,0.49135,0.33862
0.39568,0.43824,0.47866,0.39079,0.38851,0.63872,0.48756,0.39376,0.38351,0.38234,0.42557,0.33787,0.39216,0.46581,0.42175,0.48592,0.39465,0.43997,0.43393,0.49489,0.35941,0.44168,0.33999,0.39108,0.38178,0.34634,0.42109,0.37075
0.45217,0.51985,0.55444,0.384,0.44396,0.46062,0.55196,0.38271,0.35213,0.43495,0.41762,0.37293,0.36671,0.5524,0.45073,0.52859,0.4372,0.51045,0.5097,0.54954,0.4139,0.46197,0.37529,0.43944,0.38247,0.36568,0.47174,0.3655
0.96228,1.1072,1.1833,0.83411,0.94856,0.97054,1.1791,0.81989,0.76102,0.92218,0.89706,0.79965,0.79313,1.1772,0.97733,1.1233,0.94314,1.0838,1.0844,1.1903,0.88073,0.99715,0.81704,0.94073,0.83533,0.78462,1.0189,0.78468
0.87372,0.97036,1.0741,0.75771,0.86873,0.90887,1.0458,0.76767,0.72825,0.84303,0.84268,0.74756,0.6863,1.075,0.8388,1.0005,0.841,0.97808,0.95647,1.0093,0.7989,0.93344,0.72093,0.84884,0.72395,0.70287,0.87544,0.73463
0.37239,0.40403,0.46392,0.35721,0.37929,0.44124,0.43263,0.35349,0.35837,0.35675,0.39592,0.33286,0.3211,0.45787,0.3703,0.42641,0.37275,0.40594,0.3996,0.43471,0.33799,0.43861,0.32452,0.36705,0.33129,0.31042,0.37318,0.34401
0.56507,0.59178,0.66519,0.51713,0.54297,1.1529,0.65259,0.59244,0.57338,0.56724,0.63213,0.47277,0.53635,0.64789,0.50433,0.70976,0.50197,0.62819,0.59841,0.5711,0.51004,0.61253,0.39071,0.53204,0.45191,0.47713,0.5004,0.55053
0.44004,0.50243,0.55163,0.465,0.44798,0.52417,0.54865,0.42121,0.42707,0.41067,0.47004,0.39081,0.44219,0.53575,0.51903,0.51989,0.47991,0.48111,0.49043,0.61747,0.40016,0.52581,0.43978,0.45101,0.47324,0.39243,0.51597,0.40907
0.42652,0.46846,0.5157,0.34966,0.41683,0.44732,0.52263,0.36903,0.33424,0.41581,0.39531,0.36086,0.31178,0.52315,0.39173,0.48697,0.39598,0.48655,0.46303,0.47479,0.39219,0.43043,0.33426,0.41027,0.33551,0.33627,0.41896,0.34456
0.41125,0.4915,0.51004,0.44053,0.41012,0.40048,0.57428,0.37187,0.35128,0.37603,0.40091,0.35867,0.42176,0.50114,0.54421,0.48815,0.47175,0.46658,0.47308,0.66555,0.37952,0.45711,0.45211,0.43523,0.49818,0.37742,0.55491,0.34939
